class token
non_flaky "upperBoundExclusive build assertTrue lowerBoundExclusive lower isValid assertFalse upper validator Double testExclusive "
non_flaky "Float upperBound build assertTrue isValid assertFalse validator lowerBound Double testFloat "
non_flaky "listener verify addListener "
non_flaky "result other defineConfiguration build thenReturn builder assertSame config when "
non_flaky "result thenReturn expected mock getAddress assertSame when "
non_flaky "cache other thenReturn unchecked assertEquals assertSame when result getAdvancedCache getCache assertNotSame getCacheManager mock "
non_flaky "result cache build thenReturn getCacheConfiguration assertSame config when "
non_flaky "template cache other thenReturn unchecked assertEquals assertSame when result getAdvancedCache getCache templateName assertNotSame getCacheManager mock getCacheFromTemplate "
non_flaky "getCacheManagerConfiguration result build thenReturn global assertSame when "
non_flaky "singleton result other contains caches size assertTrue thenReturn getCacheNames assertEquals Collections when "
non_flaky "result cluster thenReturn expected getClusterName assertSame when "
non_flaky "result getCoordinator thenReturn expected mock assertSame when "
non_flaky "cache thenReturn unchecked assertEquals getDefaultCache assertSame when result getAdvancedCache getCache assertNotSame getCacheManager mock "
non_flaky "result getDefaultCacheConfiguration build thenReturn assertSame config when "
non_flaky "getCacheManagerConfiguration default build thenReturn getDefaultCacheName global defaultCache assertSame when defaultCacheName "
non_flaky "singleton getListeners result thenReturn expected Collections assertSame when "
non_flaky "result thenReturn singletonList expected mock Collections assertSame when getMembers "
non_flaky "getCacheManagerConfiguration getName globalJmxStatistics build thenReturn foo name cacheManagerName global assertSame when "
non_flaky "result thenReturn ComponentStatus expected getStatus assertSame when "
non_flaky "result assertTrue thenReturn isDefaultRunning when "
non_flaky "result other isRunning assertTrue thenReturn when "
non_flaky "listener verify removeListener "
non_flaky "never start verify "
non_flaky "a b c d a=b assertEquals c=d phil testConvertStringsToData get UNKNOWN event getData "
non_flaky "getThreadPoolExecutor assertTrue executor context channel getExecutor defaultExecutor getBean close isShutdown "
non_flaky "gaugeService provideAdditionalWriter set submit assertNotNull foo context verify getBean writer any close "
non_flaky "given bar.val richGaugePublicMetrics richGaugeReader bar.count singletonList willReturn assertEquals bar.max findAll bar.alpha bar bar.avg bar.min size assertNotNull context publicMetrics assertHasMetric getBean metrics Collections close "
non_flaky "getBeansOfType size skipsIfBeansExist context equalTo assertThat close "
non_flaky "shell.auth hasErrors getAuth assertFalse assertEquals getBindingResult props spring bind testBindingAuth shell singletonMap binder Collections "
non_flaky " testBindingAuthIfEmpty shell.auth hasErrors getAuth simple assertEquals getBindingResult props bind shell assertTrue singletonMap binder Collections "
non_flaky "shell.command_path_patterns hasErrors pattern1 pattern2 assertFalse assertEquals pattern1  pattern2 getBindingResult props assertArrayEquals setConversionService bind Assert shell singletonMap binder Collections testBindingCommandPathPatterns getCommandPathPatterns "
non_flaky "hasErrors assertFalse getCommandRefreshInterval shell.command_refresh_interval assertEquals getBindingResult props 1 setConversionService bind shell singletonMap binder Collections testBindingCommandRefreshInterval "
non_flaky "hasErrors pattern1 pattern2 assertFalse assertEquals pattern1  pattern2 getBindingResult props shell.config_path_patterns assertArrayEquals setConversionService bind Assert shell getConfigPathPatterns singletonMap testBindingConfigPathPatterns binder Collections "
non_flaky "getDisabledCommands hasErrors pattern1 pattern2 assertFalse assertEquals pattern1  pattern2 getBindingResult props assertArrayEquals setConversionService testBindingDisabledCommands bind shell shell.disabled_commands singletonMap binder Collections "
non_flaky "hasErrors pattern1 pattern2 assertFalse assertEquals pattern1  pattern2 getBindingResult props assertArrayEquals shell.disabled_plugins setConversionService bind shell singletonMap getDisabledPlugins binder Collections testBindingDisabledPlugins "
non_flaky "shell.auth.jaas.domain hasErrors assertFalse applyToCrshShellConfig shell.auth.jaas assertEquals getBindingResult put props p crash.auth.jaas.domain testBindingJaas setConversionService bind get my-test-domain binder map "
non_flaky "hasErrors ~/.ssh/test.pem assertFalse applyToCrshShellConfig assertEquals getBindingResult crash.auth.key.path put props p setConversionService bind shell.auth.key shell.auth.key.path get testBindingKey binder map "
non_flaky "hasErrors assertFalse applyToCrshShellConfig getBindingResult crash.auth.key.path testBindingKeyIgnored props p setConversionService bind assertNull shell.auth.key get binder map "
non_flaky "hasErrors testBindingSimple assertFalse crash.auth.simple.username applyToCrshShellConfig assertEquals shell.auth.simple shell.auth.simple.user.name getBindingResult crash.auth.simple.password put props shell.auth.simple.user.password p setConversionService bind username123 get binder password123 map "
non_flaky "shell.auth.spring hasErrors testBindingSpring assertFalse applyToCrshShellConfig assertEquals shell.auth.spring.roles getBindingResult props role1  role2 p bind crash.auth.spring.roles singletonMap get binder Collections "
non_flaky "hasErrors shell.ssh.key_path ~/.ssh/test.pem assertFalse asCrshShellConfig crash.ssh.keypath assertEquals getBindingResult put testBindingSsh props shell.ssh.enabled p setConversionService bind shell 2222 get true crash.ssh.port shell.ssh.port binder map "
non_flaky "hasErrors shell.ssh.key_path ~/.ssh/test.pem assertFalse asCrshShellConfig false crash.ssh.keypath getBindingResult put props shell.ssh.enabled p setConversionService bind assertNull shell 2222 get crash.ssh.port shell.ssh.port binder testBindingSshIgnored map "
non_flaky "hasErrors assertFalse asCrshShellConfig crash.telnet.port testBindingTelnet assertEquals shell.telnet.port getBindingResult put props p shell.telnet.enabled setConversionService bind shell 2222 get true binder map "
non_flaky "hasErrors testBindingTelnetIgnored assertFalse asCrshShellConfig false crash.telnet.port shell.telnet.port getBindingResult put props p shell.telnet.enabled setConversionService bind assertNull shell 2222 get binder map "
non_flaky "test.uuid shell.auth testCustomShellProperties getProperty refresh TestShellConfiguration simple assertEquals env setEnvironment uuid getConfig setProperty setServletContext context getBean lifeCycle close register "
non_flaky " hasErrors assertFalse getUser getBindingResult shell.auth.simple.user.password security bind testDefaultPasswordAutogeneratedIfEmpty isDefaultPassword assertTrue singletonMap binder Collections "
non_flaky "hasErrors ${ADMIN_PASSWORD} assertFalse getUser testDefaultPasswordAutogeneratedIfUnresolovedPlaceholder getBindingResult shell.auth.simple.user.password security bind isDefaultPassword assertTrue singletonMap binder Collections "
non_flaky "testChild --server.port=0 run child "
non_flaky "parent builder --server.port=0 run testParent "
non_flaky "assertNotNull context getBean configuresInMemoryTraceRepository close "
non_flaky "getBeansOfType size context equalTo skipsIfRepositoryExists assertThat close "
non_flaky "assertNotNull context getBean configureFilter close "
non_flaky "equalTo getId assertThat getEndpointBean "
non_flaky "EnvironmentTestUtils myid .id:myid addEnvironment equalTo refresh getId idOverride assertThat getEndpointBean register "
non_flaky "a getNegativeMatches assertTrue containsKey report getPositiveMatches isEmpty invoke getEndpointBean "
non_flaky "isSensitive equalTo assertThat getEndpointBean "
non_flaky "test valueOf .sensitive propertySource equalTo refresh getEnvironment String assertThat getPropertySources getEndpointBean isSensitiveOverride singletonMap isSensitive Collections addFirst register "
non_flaky "equalTo getId assertThat getEndpointBean "
non_flaky "EnvironmentTestUtils myid .id:myid addEnvironment equalTo refresh getId idOverride assertThat getEndpointBean register "
non_flaky "result size assertTrue get invoke assertEquals getEndpointBean "
non_flaky "isSensitive equalTo assertThat getEndpointBean "
non_flaky "test valueOf .sensitive propertySource equalTo refresh getEnvironment String assertThat getPropertySources getEndpointBean isSensitiveOverride singletonMap isSensitive Collections addFirst register "
non_flaky "nestedProperties other prefix unchecked refresh invoke assertEquals other.name:foo EnvironmentTestUtils first.name:bar addEnvironment assertNotNull get report getBean properties register testNaming "
non_flaky "nestedProperties other prefix unchecked refresh invoke assertEquals other.name:foo EnvironmentTestUtils bar addEnvironment testOverride assertNotNull get report getBean properties register "
non_flaky "parent containsKey refresh invoke assertEquals result endpoint testInvoke size assertTrue setParent getBean register "
non_flaky "nestedProperties foo.name:foo prefix foo unchecked refresh invoke assertEquals EnvironmentTestUtils size addEnvironment assertNotNull get report name getBean map properties register testNaming "
non_flaky "equalTo getId assertThat getEndpointBean "
non_flaky "EnvironmentTestUtils myid .id:myid addEnvironment equalTo refresh getId idOverride assertThat getEndpointBean register "
non_flaky "isSensitive equalTo assertThat getEndpointBean "
non_flaky "test valueOf .sensitive propertySource equalTo refresh getEnvironment String assertThat getPropertySources getEndpointBean isSensitiveOverride singletonMap isSensitive Collections addFirst register "
non_flaky "nestedProperties unchecked invoke assertEquals getEndpointBean ****** 654321 assertNotNull get report myTestProperty testProperties properties dbPassword testDefaultKeySanitization "
non_flaky "testInvoke size invoke assertThat getEndpointBean greaterThan "
non_flaky "nestedProperties setKeysToSanitize unchecked invoke assertEquals getEndpointBean ****** testKeySanitization 123456 assertNotNull get report property myTestProperty testProperties properties dbPassword "
non_flaky "nestedProperties unchecked refresh invoke assertEquals getEndpointBean ****** EnvironmentTestUtils testKeySanitizationWithCustomKeysByEnvironment addEnvironment 123456 assertNotNull get report myTestProperty endpoints.configprops.keys-to-sanitize:property testProperties properties register dbPassword "
non_flaky "nestedProperties setKeysToSanitize unchecked invoke assertEquals testKeySanitizationWithCustomPattern getEndpointBean .*pass.* ****** 654321 assertNotNull get report myTestProperty testProperties properties dbPassword "
non_flaky "nestedProperties testKeySanitizationWithCustomPatternAndKeyByEnvironment unchecked refresh invoke assertEquals getEndpointBean ****** EnvironmentTestUtils addEnvironment assertNotNull get report myTestProperty testProperties endpoints.configprops.keys-to-sanitize: .*pass.*  property properties register dbPassword "
non_flaky "nestedProperties endpoints.configprops.keys-to-sanitize: .*pass.* unchecked refresh invoke assertEquals testKeySanitizationWithCustomPatternByEnvironment getEndpointBean ****** EnvironmentTestUtils addEnvironment 654321 assertNotNull get report myTestProperty testProperties properties register dbPassword "
non_flaky "nestedProperties test prefix unchecked invoke assertEquals getEndpointBean assertNotNull get report testProperties properties testNaming "
non_flaky "equalTo getId assertThat getEndpointBean "
non_flaky "EnvironmentTestUtils myid .id:myid addEnvironment equalTo refresh getId idOverride assertThat getEndpointBean register "
non_flaky "threadInfo size invoke assertThat getEndpointBean greaterThan "
non_flaky "isSensitive equalTo assertThat getEndpointBean "
non_flaky "test valueOf .sensitive propertySource equalTo refresh getEnvironment String assertThat getPropertySources getEndpointBean isSensitiveOverride singletonMap isSensitive Collections addFirst register "
non_flaky "equalTo getId assertThat getEndpointBean "
non_flaky "EnvironmentTestUtils myid .id:myid addEnvironment equalTo refresh getId idOverride assertThat getEndpointBean register "
non_flaky "size invoke assertThat getEndpointBean greaterThan "
non_flaky "isSensitive equalTo assertThat getEndpointBean "
non_flaky "test valueOf .sensitive propertySource equalTo refresh getEnvironment String assertThat getPropertySources getEndpointBean isSensitiveOverride singletonMap isSensitive Collections addFirst register "
