token,flaky,preds
r2 r3 getName HIVE_SERVER getCluster HBASE asList iterator Assert HBASE_REGIONSERVER getComponents Collections s1 s2 s3 reqs addCluster s4 s5 getClusterName MAPREDUCE ZOOKEEPER c1 createNew c2 fail size State Expected failure for invalid cluster addServiceComponent Arrays HDP-0.2 setDesiredStackVersion next ZOOKEEPER_CLIENT HIVE ZOOKEEPER_SERVER addService resps persist clusters serviceComponentFactory sc1 singleton getComponentName sc3 controller sc2 sc5 sc4 MYSQL_SERVER sc7 sc6 HDFS setDesiredState sc8 assertEquals NAMENODE r addAll DATANODE testGetServiceComponentsWithFilters toString serviceFactory HIVE_CLIENT r1 ,1,1
endpoint1 getServer getOperations testRegistrationOfOneEndpoint getAttributes refresh mbeanInfo assertEquals mbeanExporter registerBeanDefinition getObjectName assertNotNull getBean endpointMbeanExporter getMBeanInfo ,0,0
HttpRequest http://test.com/1?a=b c d singletonMap http://test.com/1?a=b& http://test.com/1?a=b&c=d assertEquals Collections appendMappedQueryParamsWithExistingParams append ,0,0
classloader-test-app.groovy output runWithIsolatedClassLoader getName HasClasses-false-true-false containsString run assertThat ,1,1
isSensitive equalTo assertThat getEndpointBean ,0,0
server headers addHeader getHeaders Foo toURI assertEquals headers2 request2 request1 execute headers1 / enqueue getUrl getValue Bar client Baz response2 response1 ,0,0
"shell.command_path_patterns hasErrors pattern1 pattern2 assertFalse assertEquals pattern1, pattern2 getBindingResult props assertArrayEquals setConversionService bind Assert shell singletonMap binder Collections testBindingCommandPathPatterns getCommandPathPatterns ",0,0
testBlackBoxCountingResults testBlackBox ,0,0
"play server readAscii addHeader wWw-aUtHeNtIcAtE: bAsIc rEaLm=""pRoTeCtEd aReA"" authenticateRealmUppercase assertEquals setResponseCode setBody setDefault getInputStream / Integer enqueue getUrl Successful auth! client connection Please authenticate. Authenticator open ",1,1
testExclusiveJobs scriptTaskA historyService endTimeA scriptTaskB endTimeB processEngineConfiguration createHistoricActivityInstanceQuery getTime waitForJobExecutorToProcessAllJobs getHistoryLevel runtimeService activityId isAtLeast getEndTime HistoryLevel startProcessInstanceByKey assertTrue scriptTaskBInstance endTimeDifference singleResult scriptTaskAInstance ,1,1
readSendsWindowUpdate SPDY3 ,1,1
SocketChannel socketChannel getIncreasingByteBuffer WriteType readPartialTest1 numRead TestUtils recv Assert getBlockId get sendMsg createBlockRequestMessage DataServerMessage close isMessageReady createByteFile mTFS assertEquals createBlockResponseMessage finishSending blockId /testFile recvMsg getReadOnlyData getFileBlocks getLocations send open fileId ,1,1
1000 createStage statelessTest actor5 assertTrue get client TimeUnit join getReference createClient add  but was:  set getUniqueActivationId e f forEach clear assertEquals futures actor4 Expecting >4 but was:  Expecting <= actor3 actor2 actor1 size stage3 stage2 stage4 stage1 ,1,1
X-Timestamp getName ROW_3 body put TABLE path Bytes MIMETYPE_BINARY assertTrue yield get client VALUE_3 testSingleCellGetPutBinary getCode foundTimestampHeader getHeaders getBody toBytes assertEquals / Thread deleteRow COLUMN_1 response equals header ,1,1
test valueOf .sensitive propertySource equalTo refresh getEnvironment String assertThat getPropertySources getEndpointBean isSensitiveOverride singletonMap isSensitive Collections addFirst register ,0,0
setDesiredStackVersion next getName getServiceName getCluster longValue iterator Assert getClusterId addService resps getDesiredStackVersion testGetServiceComponents getComponents persist Collections clusters s1 serviceComponentFactory sc1 singleton addCluster getComponentName controller resp getDesiredState getClusterName HDFS setDesiredState assertEquals c1 createNew r size State DATANODE addServiceComponent toString serviceFactory HDP-0.1 HDP-0.2 ,1,1
HttpRequest a b c appendMultipleVarargsQueryParams d http://test.com/1 http://test.com/1?a=b&c=d assertEquals append ,0,0
Assert getChildrenIds addChildrenTest currentTimeMillis get assertEquals inodeFolder addChild testFolder1 System ,0,0
fromArgs dataPut request bodyAsString method createRequest foo urlString assertEquals -X application/x-form-urlencoded; charset=utf-8 body PUT http://example.com -d toString contentType ,0,0
createTable getTableDescriptor testGetTableDescriptor assertEquals compareTo fam3 fam2 fam1 addFamily confirmedHtd htd myTestTable table ,1,1
getResource setUserPredicate setResourceProperties getStatus testHandleRequest__Synchronous atLeastOnce foundResource2 foundResource1 assertNotNull http://some.host.com/clusters/cluster1 userPredicate getQuery add getPersistenceManager getObject resource query getChild resource2 Resource tree replay resourcesNode resource1 anyTimes getChildren fail size getType andReturn getURI createMock status child request result getHttpBodyProperties getQueryPredicate verify persist resources assertEquals setResources expect r createNiceMock createStrictMock getResultTree handleRequest getAssociatedResources pm RequestStatus ,0,0
TABLE Bytes getRate getSize USER_TOKEN RATE toBytes SIZE conf assertEquals tb testTokenBucketConfig ,1,1
testFile1 setPin Assert assertTrue isPin currentTimeMillis assertFalse inodeFile System setPinTest ,0,0
getClientFileInfo AddCheckpointTestUtil createByteFile mTfs WriteType getEditLogPath editLogPath AddCheckpointTest getCheckpointPath ckFileInfo delete createFile TestUtils mLocalTachyonCluster /xyz_ck fInfo ckPath stop getMasterInfo get UnderFileSystem /xyz ,1,1
formatDate play A Last-Modified:  server readAscii addHeader Warning openConnection assertEquals setBody setResponseCode getHeadersDeletesCached100LevelWarnings / Cache-Control: max-age=0 enqueue getUrl getHeaderField Warning: 199 test danger HttpURLConnection connection1 TimeUnit 199 test danger connection2 ,1,1
historyService org/activiti/engine/test/api/oneTaskProcess.bpmn20.xml value2 createHistoricDetailQuery value1 processInstance createTaskQuery getId activityInstanceId runtimeService resultSet activityId isAtLeast startProcessInstanceByKey orderByTime assertNotNull theTask get variable1 processInstanceId testGetVariableByHistoricActivityInstance processEngineConfiguration createHistoricActivityInstanceQuery oneTaskProcess setVariable assertEquals getHistoryLevel getVariableName list asc getValue variableUpdates task historicActivitiInstance size HistoryLevel taskService singleResult ,1,1
receiveMessage getObserverReference observerGarbageCollection observer1 createStage ref1 join gc expectException stage1 System ,1,1
convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation ,0,0
formatDate play A Last-Modified:  server readAscii addHeader B cache getRequestCount statisticsConditionalCacheMiss C openConnection assertEquals getNetworkCount getHitCount setBody / Cache-Control: max-age=0 enqueue getUrl TimeUnit ,1,1
descriptable as d should_return_this assertions assertSame ,0,0
exist Assert /root/testFile3 assertTrue /root/testFile2 /root/testFile1 mTfs assertEquals createFileTest2 createFile ,1,1
addOwnBytes Assert addOwnBytesTest tUserInfo getOwnBytes assertEquals ,0,0
convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation ,0,0
POST zeroLengthPost zeroLengthPayload ,1,1
ROW_LIMIT f pageSizeTests testPageSize ,0,0
getName tableBname HConstants TEST_UTIL compareTo put somevalue Bytes newA tableAname attrName testMiscHTableStuffA add anotherA testMiscHTableStuffB toBytes HTD attribute value is incorrect getRow testMiscHTableStuff getFamilies sorted missing HCD attribute value addFamily enableTable attrValue ROW desc createTable getTableDescriptor assertFalse scan admin TESTATTR getConfiguration assertTrue get HCD attribute value is incorrect value close disableTable a b c wrong table descriptor returned modifyTable kv getValue r missing HTD attribute value setValue getScanner ,1,1
add numOfFiles WORKER_CAPACITY_BYTES createByteFile SLEEP_MS CommonUtils mTfs WriteType assertFalse k sleepMs getFile TestUtils Assert tFile lockBlockTest1 fileSize fileIds assertTrue /file_ get isInMemory ,1,1
readSendsWindowUpdate readSendsWindowUpdateHttp2 HTTP_20_DRAFT_09 ,1,1
convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation ,0,0
NB_BATCH_ROWS createTable CONTENTS_FAMILY testRowsPut scan TEST_UTIL put Bytes scanner row rowsUpdate value table add toBytes assertEquals nbRows abcd SMALL_FAMILY smallfam contents addFamily unused getScanner ,1,1
cannotDecorateNullObject ,0,0
output template.groovy Hello World! contains templateSample assertTrue Wrong output:  run ,1,1
args org.springframework spring-jdbc nonTransitiveDependencyResolution createDependency 3.2.4.RELEASE assertEquals grab getURLs ,1,1
getCluster HBASE mapHostsToCluster centos5 iterator taskStatusResponses taskStatusRequests addHostRoleExecutionCommand getHost getRequestId add addCluster requestStatusResponse c1 Role testGetRequestAndTaskStatus size HDP-0.1 setDesiredStackVersion next getTaskStatus h1 h2 System setStageId getRequestStatus requestId clusterName get persist task1 task2 clusters stageId /a1 /a2 getTaskId controller requestStatusResponses getCommand getRole assertEquals addHost setOsType serial getTasks currentTimeMillis hostName2 stages RoleCommand hostName1 persistActions toString actionDB ,1,1
USER_USERNAME getName testGetPlainUser getUserForToken USER_TOKEN assertNotNull assertFalse assertEquals isAdmin isDisabled authenticator user ,1,1
inode3 assertFalse inode1 inode2 test1 equalsTest System test2 test3 Assert assertTrue currentTimeMillis equals ,0,0
add QUALIFIER_1 value2 QUALIFIER_2 value1 ROW_3 delete put result getValue Bytes testDelete assertNull COLUMN_2 COLUMN_1 addFamily assertTrue assertNotNull get equals remoteTable VALUE_1 VALUE_2 deleteColumn ,1,1
HttpRequest appendMappedQueryParamsWithPath a http://test.com/segment1?a=b b http://test.com/?a=b singletonMap http://test.com/segment1 assertEquals Collections append http://test.com/ ,0,0
zooKeeperCluster assertNotNull testZooKeeperMiniCluster ,1,1
testSuperMultigetSliceQuery1 testSuperMultigetSliceQuery3 testSuperMultigetSliceQuery2 v001 getColumns se setColumnNames testMultigetSuperSliceQuery slice deleteColumns assertNotNull get createMultigetSuperSliceQuery row insertSuperColumns getCount getKey getColumnByName cf ko getSuperSlice getByKey testSuperMultigetSliceQueryKey3 assertEquals testSuperMultigetSliceQuery rows execute testSuperMultigetSliceQueryKey Super1 q getValue r assertNull cleanup testSuperMultigetSliceQueryKey0 setColumnFamily setKeys ,1,1
test2 Assert comparableTest currentTimeMillis inode1 inode2 assertEquals compareTo test1 System ,0,0
parallel took: {}ms LOG setParallelProcessing serial took: {}ms System endParallel serial parallel assertTrue currentTimeMillis endSerial victim begin testMojoWithConfigurableWroManagerFactoryWithValidConfigFileSet info shouldBeFasterWhenRunningProcessingInParallel ,1,1
testPrefixOnRowInsideWhileMatchRow prefixRowTests ,0,0
" add abc xyz os readString dos assertEquals 123 789 k dis Assert strings size Utils !@#$%^&*()_+}{"":?>< get toByteArray writeReadStringTest writeString close ",0,0
getName getTime waitForJobExecutorToProcessAllJobs createTaskQuery getId runtimeService escalationTask Task in subprocess startProcessInstanceByKey startTime getClock processInstanceId processEngineConfiguration assertEquals Escalated task nestedSubProcessWithTimer subProcessTask setCurrentTime testNestedSimpleSubprocessWithTimerOnInnerSubProcess taskAfterSubProcess Task after subprocesses pi taskService complete singleResult ,1,1
result load assertTrue assertNotNull containsKey invoke getDetails getBean Wrong result:  healthEndpoint bean db ,0,0
callerData makeEvent doEvaluateAndCheck event e.callerData.find{ it.className =~ /junit/ } ,0,0
play server getUrl fail client setFixedLengthStreamingMode connection open / cannotSetNegativeFixedLengthStreamingMode ,1,1
First Task getName createTimerJobQuery getTime moveTimerToExecutableJob waitForJobExecutorToProcessAllJobs createTaskQuery taskList getId assertProcessEnded runtimeService escalationTask managementService testMultipleTimersOnUserTask startProcessInstanceByKey assertNotNull nonInterruptingTimersOnUserTask get startTime getClock task1 Escalation Task 2 processInstanceId Escalation Task 1 processEngineConfiguration orderByTaskName jobs count assertEquals list executeJob executable size setCurrentTime pi taskService jobQuery job complete singleResult desc ,1,1
historyService getName createTimerJobQuery getTime waitForJobExecutorToProcessAllJobs createTaskQuery getId runtimeService historicTaskInstance escalationTask historicActivityInstance managementService Task in subprocess activityId isAtLeast getEndTime startProcessInstanceByKey assertNotNull startTime getClock Fix escalated problem processInstanceId simpleSubProcess processEngineConfiguration createHistoricActivityInstanceQuery count assertEquals getHistoryLevel createHistoricTaskInstanceQuery subProcessTask testSimpleSubProcessWithTimer setCurrentTime HistoryLevel pi taskName taskService singleResult ,1,1
